unit,isco08,indic_ed,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
NR,OC2221_3221,TNG_IN,UK	: 	: 	553453.00 	550016.00 	546722.00 	547734.00 	553850.00 	555303.00 	553642.00 	552418.00 	550709.00 	549517.00 	546792.00 	543871.00 	551074.00 	555029.00 	550519.00 	547138.00 	542554.00 	532817.00 	: 	: 
NR,OC2221_3221,TNG_OUT,AT	: 	12662.00 	12177.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TNG_OUT,BE	9526.00 	8990.00 	8420.00 	7889.00 	7215.00 	6752.00 	6128.00 	5411.00 	4629.00 	3725.00 	2843.00 	2419.00 	2064.00 	1767.00 	1505.00 	1290.00 	1142.00 	1021.00 	921.00 	841.00 	768.00 	679.00 
NR,OC2221_3221,TNG_OUT,CH	: 	19947.00 	19208.00 	18122.00 	18403.00 	18352.00 	17765.00 	16756.00 	15872.00 	11553.00 	9037.00 	8618.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TNG_OUT,DE	: 	93000.00 	87000.00 	83000.00 	70000.00 	61000.00 	63000.00 	59000.00 	54000.00 	50000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TNG_OUT,DK	: 	: 	1098.00 	1084.00 	1047.00 	1034.00 	1010.00 	1031.00 	1039.00 	1073.00 	1081.00 	1092.00 	1100.00 	970.00 	842.00 	825.00 	793.00 	805.00 	786.00 	817.00 	808.00 	821.00 
NR,OC2221_3221,TNG_OUT,EE	29.00 	26.00 	23.00 	20.00 	16.00 	10.00 	8.00 	4.00 	4.00 	4.00 	4.00 	3.00 	1.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TNG_OUT,EL	: 	: 	: 	: 	: 	: 	451.00 	449.00 	446.00 	440.00 	437.00 	433.00 	423.00 	393.00 	348.00 	311.00 	206.00 	: 	: 	: 	: 	: 
NR,OC2221_3221,TNG_OUT,FI	: 	1598.00 	1561.00 	1532.00 	1511.00 	1486.00 	1466.00 	1424.00 	1311.00 	1163.00 	969.00 	797.00 	646.00 	521.00 	432.00 	355.00 	287.00 	229.00 	192.00 	178.00 	156.00 	139.00 
NR,OC2221_3221,TNG_OUT,FR	: 	21849.00 	21269.00 	20757.00 	20053.00 	19405.00 	18647.00 	17682.00 	16754.00 	15797.00 	14495.00 	13395.00 	12627.00 	11921.00 	11411.00 	11658.00 	11211.00 	10561.00 	9666.00 	8598.00 	7682.00 	6937.00 
NR,OC2221_3221,TNG_OUT,HR	: 	443.00 	428.00 	401.00 	364.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TNG_OUT,HU	: 	1035.00 	1010.00 	995.00 	953.00 	907.00 	880.00 	803.00 	650.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TNG_OUT,IE	29834.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TNG_OUT,IT	23712.00 	22610.00 	21432.00 	21561.00 	22121.00 	23308.00 	24246.00 	23953.00 	24074.00 	23915.00 	23621.00 	22774.00 	21684.00 	20143.00 	18227.00 	15304.00 	11708.00 	8390.00 	5627.00 	3369.00 	2206.00 	1701.00 
NR,OC2221_3221,TNG_OUT,LT	111.00 	121.00 	115.00 	113.00 	104.00 	118.00 	111.00 	98.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TNG_OUT,LV	: 	208.00 	217.00 	223.00 	274.00 	277.00 	296.00 	350.00 	362.00 	368.00 	381.00 	421.00 	425.00 	489.00 	423.00 	413.00 	414.00 	402.00 	: 	: 	: 	: 
NR,OC2221_3221,TNG_OUT,NL	: 	2681.00 	2596.00 	2467.00 	2439.00 	978.00 	962.00 	153.00 	68.00 	63.00 	1358.00 	2223.00 	2301.00 	2256.00 	2156.00 	2149.00 	2075.00 	1974.00 	1862.00 	1722.00 	1495.00 	: 
NR,OC2221_3221,TNG_OUT,NO	6275.00 	6086.00 	6136.00 	6057.00 	8390.00 	8321.00 	8317.00 	8036.00 	7713.00 	7458.00 	7076.00 	6402.00 	5899.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TNG_OUT,PL	582.00 	315.00 	243.00 	191.00 	162.00 	150.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TNG_OUT,PT	: 	: 	: 	: 	: 	: 	: 	1212.00 	1947.00 	1937.00 	1958.00 	2005.00 	2018.00 	2037.00 	2135.00 	2285.00 	2374.00 	2402.00 	2278.00 	1954.00 	: 	: 
NR,OC2221_3221,TNG_OUT,RO	: 	78.00 	66.00 	60.00 	48.00 	63.00 	41.00 	34.00 	27.00 	22.00 	22.00 	15.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TNG_OUT,SE	: 	: 	3700.00 	3594.00 	3458.00 	3316.00 	3141.00 	2967.00 	2852.00 	2792.00 	2764.00 	2734.00 	2708.00 	2723.00 	2709.00 	2695.00 	2719.00 	2713.00 	2686.00 	2606.00 	2469.00 	2344.00 
NR,OC2221_3221,TNG_OUT,SI	: 	341.00 	177.00 	137.00 	27.00 	: 	20.00 	19.00 	20.00 	19.00 	18.00 	17.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TNG_OUT,TR	: 	: 	: 	: 	: 	: 	456.00 	399.00 	317.00 	249.00 	190.00 	165.00 	153.00 	141.00 	132.00 	118.00 	103.00 	86.00 	65.00 	50.00 	39.00 	21.00 
NR,OC2221_3221,TNG_OUT,UK	: 	: 	101510.00 	97222.00 	95194.00 	96687.00 	90157.00 	82060.00 	77090.00 	74334.00 	72586.00 	70750.00 	69884.00 	71204.00 	75199.00 	77012.00 	73280.00 	64459.00 	53134.00 	39912.00 	: 	: 
NR,OC2221_3221,TOT_TNG,AT	: 	102648.00 	99015.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TOT_TNG,BE	223645.00 	218664.00 	214317.00 	210506.00 	204256.00 	198030.00 	191805.00 	186278.00 	180592.00 	175117.00 	170062.00 	165559.00 	161616.00 	157940.00 	154262.00 	150817.00 	147492.00 	144313.00 	140843.00 	137573.00 	133878.00 	130560.00 
NR,OC2221_3221,TOT_TNG,CH	: 	76663.00 	74245.00 	72521.00 	71005.00 	70866.00 	68785.00 	66445.00 	64620.00 	62103.00 	60674.00 	58508.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TOT_TNG,DE	: 	1003000.00 	980000.00 	955000.00 	916000.00 	895000.00 	876000.00 	868000.00 	850000.00 	820000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TOT_TNG,DK	: 	: 	58910.00 	58509.00 	57821.00 	56991.00 	56372.00 	56060.00 	55889.00 	55694.00 	55000.00 	54481.00 	54110.00 	52478.00 	50766.00 	51919.00 	51946.00 	51044.00 	50064.00 	50754.00 	50005.00 	49706.00 
NR,OC2221_3221,TOT_TNG,EE	14854.00 	14436.00 	14083.00 	13790.00 	13506.00 	13171.00 	12846.00 	12521.00 	12208.00 	11856.00 	11543.00 	11268.00 	11027.00 	10777.00 	10541.00 	10264.00 	9990.00 	9414.00 	7663.00 	4409.00 	: 	: 
NR,OC2221_3221,TOT_TNG,EL	: 	: 	: 	: 	: 	: 	17770.00 	17595.00 	17395.00 	17074.00 	16906.00 	16514.00 	16121.00 	14784.00 	12561.00 	10023.00 	7155.00 	: 	: 	: 	: 	: 
NR,OC2221_3221,TOT_TNG,FI	: 	116554.00 	114610.00 	111993.00 	109837.00 	107629.00 	105839.00 	103507.00 	101926.00 	100536.00 	99129.00 	97833.00 	96399.00 	94716.00 	93010.00 	91368.00 	90232.00 	88694.00 	87434.00 	86009.00 	83952.00 	81956.00 
NR,OC2221_3221,TOT_TNG,FR	: 	764260.00 	744307.00 	722572.00 	700988.00 	681459.00 	660611.00 	638248.00 	616796.00 	595594.00 	567564.00 	547861.00 	528389.00 	507514.00 	487663.00 	493503.00 	478483.00 	461503.00 	446100.00 	431565.00 	418571.00 	404564.00 
NR,OC2221_3221,TOT_TNG,HR	: 	42350.00 	41207.00 	40146.00 	38927.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TOT_TNG,HU	: 	64197.00 	64722.00 	64695.00 	63739.00 	61167.00 	59273.00 	60216.00 	53323.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TOT_TNG,IE	64072.00 	: 	: 	77115.00 	70953.00 	67559.00 	65203.00 	64790.00 	66409.00 	66888.00 	67130.00 	67415.00 	68483.00 	68614.00 	67245.00 	65415.00 	62639.00 	60774.00 	58981.00 	60084.00 	57059.00 	53072.00 
NR,OC2221_3221,TOT_TNG,IT	455090.00 	454311.00 	449571.00 	449781.00 	444968.00 	433283.00 	428401.00 	424813.00 	414448.00 	405624.00 	397859.00 	390664.00 	383170.00 	376835.00 	366756.00 	358747.00 	351950.00 	341670.00 	329209.00 	318394.00 	310122.00 	304159.00 
NR,OC2221_3221,TOT_TNG,LT	25736.00 	26314.00 	26065.00 	26078.00 	26911.00 	27744.00 	28599.00 	28384.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TOT_TNG,LV	: 	7968.00 	8407.00 	8474.00 	8460.00 	8702.00 	8777.00 	9213.00 	9199.00 	9136.00 	9032.00 	9472.00 	9485.00 	10368.00 	9567.00 	9269.00 	8991.00 	8503.00 	: 	: 	: 	: 
NR,OC2221_3221,TOT_TNG,NL	: 	193206.00 	186801.00 	192263.00 	187345.00 	181715.00 	178366.00 	174313.00 	205514.00 	203261.00 	198694.00 	195340.00 	191743.00 	191427.00 	187309.00 	186990.00 	185571.00 	182474.00 	179847.00 	174699.00 	169580.00 	: 
NR,OC2221_3221,TOT_TNG,NO	101927.00 	99749.00 	98487.00 	96949.00 	96062.00 	94352.00 	92673.00 	89558.00 	87390.00 	85618.00 	83851.00 	81405.00 	79388.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TOT_TNG,PL	307832.00 	303211.00 	299619.00 	295437.00 	291790.00 	288395.00 	285390.00 	: 	: 	278496.00 	275652.00 	274181.00 	271224.00 	268015.00 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TOT_TNG,PT	: 	: 	: 	: 	: 	: 	: 	66473.00 	65868.00 	65467.00 	64535.00 	62566.00 	59745.00 	56859.00 	54220.00 	51095.00 	48296.00 	45906.00 	43978.00 	41902.00 	: 	: 
NR,OC2221_3221,TOT_TNG,RO	: 	161736.00 	154582.00 	154487.00 	153424.00 	151812.00 	130949.00 	127019.00 	123404.00 	120289.00 	118087.00 	116561.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TOT_TNG,SE	: 	: 	111533.00 	110707.00 	109781.00 	108670.00 	107529.00 	107988.00 	107140.00 	106066.00 	105009.00 	103978.00 	102434.00 	101620.00 	100521.00 	98792.00 	96878.00 	94730.00 	93133.00 	91716.00 	89548.00 	88077.00 
NR,OC2221_3221,TOT_TNG,SI	: 	9199.00 	8144.00 	7231.00 	6731.00 	: 	5346.00 	5022.00 	4797.00 	4551.00 	4490.00 	4333.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,TOT_TNG,TR	: 	: 	: 	: 	: 	: 	152803.00 	142432.00 	139544.00 	134906.00 	124982.00 	114772.00 	105176.00 	99910.00 	94661.00 	82626.00 	78182.00 	75753.00 	74483.00 	72393.00 	72607.00 	69550.00 
NR,OC2221_3221,TOT_TNG,UK	: 	: 	660213.00 	652651.00 	647678.00 	650638.00 	650743.00 	644473.00 	638189.00 	634672.00 	631625.00 	629029.00 	625815.00 	624740.00 	637155.00 	644152.00 	636655.00 	625539.00 	611086.00 	589393.00 	: 	: 
NR,OC2221_3221,UNK_TNG,AT	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,UNK_TNG,CH	: 	7738.00 	8296.00 	11474.00 	9628.00 	10297.00 	11511.00 	14560.00 	15233.00 	22969.00 	30685.00 	31430.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,UNK_TNG,DK	: 	: 	0.00 	0.00 	0.00 	1.00 	1.00 	1.00 	1.00 	1.00 	1.00 	1.00 	1.00 	1.00 	1.00 	1.00 	1.00 	1.00 	1.00 	1.00 	1.00 	1.00 
NR,OC2221_3221,UNK_TNG,FI	: 	37.00 	38.00 	39.00 	39.00 	40.00 	40.00 	41.00 	48.00 	47.00 	47.00 	17.00 	13.00 	12.00 	12.00 	12.00 	12.00 	13.00 	12.00 	13.00 	14.00 	12.00 
NR,OC2221_3221,UNK_TNG,FR	: 	1061.00 	1066.00 	1072.00 	1073.00 	1083.00 	1096.00 	1111.00 	1122.00 	1137.00 	1155.00 	1171.00 	1277.00 	1318.00 	1447.00 	2117.00 	2206.00 	2232.00 	2265.00 	2299.00 	2355.00 	2425.00 
NR,OC2221_3221,UNK_TNG,IE	7.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,UNK_TNG,IT	31227.00 	143871.00 	169088.00 	161019.00 	152935.00 	98447.00 	85611.00 	89972.00 	81174.00 	71693.00 	62810.00 	55049.00 	48319.00 	41501.00 	35700.00 	31043.00 	25574.00 	20951.00 	16977.00 	13934.00 	13472.00 	13161.00 
NR,OC2221_3221,UNK_TNG,LT	55.00 	59.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,UNK_TNG,NL	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,UNK_TNG,NO	4296.00 	4484.00 	4707.00 	4824.00 	3320.00 	3425.00 	3543.00 	3655.00 	3828.00 	3976.00 	4040.00 	4091.00 	4097.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,UNK_TNG,SE	: 	: 	111.00 	111.00 	115.00 	129.00 	147.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,UNK_TNG,SI	: 	: 	4.00 	4.00 	128.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,OC2221_3221,UNK_TNG,UK	: 	: 	5250.00 	5413.00 	5762.00 	6217.00 	6736.00 	7110.00 	7457.00 	7920.00 	8330.00 	8762.00 	9139.00 	9665.00 	10882.00 	12111.00 	12856.00 	13942.00 	15398.00 	16664.00 	: 	: 
PC,OC221,TNG_OUT,AT	6.82 	6.54 	6.37 	5.97 	5.77 	5.47 	5.14 	5.06 	4.57 	4.35 	4.08 	3.90 	3.64 	3.50 	3.48 	3.04 	2.94 	: 	: 	: 	: 	: 
PC,OC221,TNG_OUT,BE	13.22 	12.70 	12.42 	12.11 	12.26 	11.91 	11.46 	11.40 	10.73 	10.13 	9.18 	8.20 	7.43 	6.79 	6.02 	5.30 	4.98 	4.74 	4.65 	4.56 	4.49 	4.36 
PC,OC221,TNG_OUT,CH	: 	37.36 	36.30 	35.35 	34.07 	32.90 	31.53 	30.51 	29.35 	27.02 	25.31 	24.13 	23.05 	21.84 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC221,TNG_OUT,CY	: 	: 	99.23 	100 	100 	100 	100 	100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC221,TNG_OUT,CZ	7.59 	7.48 	7.38 	7.35 	7.07 	6.56 	6.10 	4.89 	4.66 	5.09 	4.71 	4.40 	4.29 	4.20 	4.13 	3.96 	3.75 	3.32 	2.79 	1.99 	1.49 	1.32 
PC,OC221,TNG_OUT,DE	: 	13.77 	13.12 	12.51 	11.88 	11.04 	10.26 	9.53 	8.84 	8.16 	7.30 	6.56 	6.16 	5.73 	5.36 	5.17 	4.89 	4.80 	4.61 	4.31 	3.97 	3.72 
PC,OC221,TNG_OUT,DK	: 	: 	9.46 	9.37 	9.22 	9.24 	9.15 	8.94 	8.73 	8.72 	8.80 	8.75 	8.36 	7.86 	7.40 	6.95 	6.47 	5.70 	4.99 	4.51 	3.89 	3.83 
PC,OC221,TNG_OUT,EE	4.16 	4.06 	3.94 	3.86 	3.57 	3.31 	3.04 	2.64 	2.35 	2.01 	1.73 	1.42 	1.26 	1.00 	0.74 	0.56 	0.37 	0.15 	0.03 	0.00 	: 	: 
PC,OC221,TNG_OUT,FI	: 	19.13 	18.71 	18.28 	17.97 	17.55 	17.29 	16.89 	16.48 	15.89 	15.40 	20.91 	18.95 	: 	: 	: 	: 	: 	: 	: 	: 	6.78 
PC,OC221,TNG_OUT,FR	: 	11.84 	11.60 	11.41 	11.13 	10.77 	10.30 	9.76 	9.15 	8.66 	8.16 	7.45 	6.97 	6.72 	6.32 	5.76 	5.58 	5.48 	5.17 	4.79 	4.33 	3.91 
PC,OC221,TNG_OUT,HR	: 	5.27 	5.06 	5.28 	5.20 	1.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC221,TNG_OUT,HU	: 	8.18 	8.21 	8.09 	8.03 	7.80 	7.79 	7.57 	7.56 	7.43 	7.66 	7.73 	7.68 	7.71 	7.70 	7.69 	7.70 	7.69 	: 	: 	: 	: 
PC,OC221,TNG_OUT,IE	40.45 	40.19 	41.35 	41.64 	42.33 	41.62 	39.03 	36.07 	34.22 	32.64 	35.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC221,TNG_OUT,IT	0.94 	0.90 	0.88 	0.84 	0.82 	0.83 	0.83 	0.83 	0.84 	0.83 	0.82 	0.80 	0.77 	0.74 	0.72 	0.70 	0.67 	0.61 	0.49 	0.46 	0.44 	0.42 
PC,OC221,TNG_OUT,LI	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
PC,OC221,TNG_OUT,LT	0.57 	0.64 	0.58 	0.49 	0.43 	0.34 	0.29 	0.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC221,TNG_OUT,LU	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
PC,OC221,TNG_OUT,LV	: 	5.95 	5.27 	5.53 	5.95 	6.25 	6.52 	6.74 	6.96 	7.09 	7.15 	7.01 	7.41 	7.91 	8.06 	8.06 	8.08 	8.14 	: 	: 	: 	: 
PC,OC221,TNG_OUT,MT	: 	13.99 	13.16 	13.20 	15.96 	15.61 	14.36 	14.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC221,TNG_OUT,NL	: 	3.56 	3.58 	3.11 	2.74 	2.22 	2.18 	2.13 	2.05 	2.08 	2.60 	2.63 	2.49 	2.31 	2.19 	2.09 	2.08 	1.94 	1.98 	1.89 	1.78 	: 
PC,OC221,TNG_OUT,NO	41.26 	41.26 	40.81 	40.09 	39.42 	38.73 	37.90 	37.29 	36.44 	36.06 	35.22 	34.41 	34.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC221,TNG_OUT,PL	2.69 	2.23 	2.09 	1.94 	1.88 	1.84 	1.80 	1.78 	1.78 	1.76 	1.76 	2.05 	2.11 	2.11 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC221,TNG_OUT,PT	: 	: 	: 	: 	11.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC221,TNG_OUT,RO	: 	1.81 	1.91 	1.61 	1.52 	1.11 	0.74 	0.75 	0.72 	0.61 	0.52 	0.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC221,TNG_OUT,RS	2.28 	1.78 	1.42 	1.26 	3.04 	2.97 	2.62 	2.55 	2.49 	2.50 	2.49 	2.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC221,TNG_OUT,SE	: 	: 	29.36 	28.75 	28.00 	27.32 	26.29 	27.14 	26.07 	25.10 	24.28 	23.54 	22.54 	21.64 	20.40 	19.34 	18.50 	17.56 	16.70 	15.92 	14.93 	13.96 
PC,OC221,TNG_OUT,SI	15.81 	16.04 	16.46 	16.93 	17.30 	18.53 	14.10 	14.18 	14.42 	14.00 	11.79 	10.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC221,TNG_OUT,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.99 	2.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC221,TNG_OUT,TR	: 	: 	: 	: 	: 	: 	0.19 	0.19 	0.20 	0.20 	0.21 	0.21 	0.21 	0.22 	0.23 	0.23 	0.22 	0.21 	0.19 	0.17 	0.13 	0.06 
PC,OC221,TNG_OUT,UK	: 	: 	30.34 	29.23 	28.66 	28.38 	27.50 	28.46 	28.98 	29.01 	29.29 	29.80 	30.12 	29.88 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,AT	: 	12.34 	12.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,BE	4.26 	4.11 	3.93 	3.75 	3.53 	3.41 	3.19 	2.90 	2.56 	2.13 	1.67 	1.46 	1.28 	1.12 	0.98 	0.86 	0.77 	0.71 	0.65 	0.61 	0.57 	0.52 
PC,OC2221_3221,TNG_OUT,CH	: 	26.02 	25.87 	24.99 	25.92 	25.90 	25.83 	25.22 	24.56 	18.60 	14.89 	14.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,DE	: 	9.24 	8.86 	8.67 	7.68 	6.79 	7.14 	6.80 	6.31 	6.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,DK	: 	: 	1.86 	1.85 	1.81 	1.81 	1.79 	1.84 	1.86 	1.93 	1.97 	2.00 	2.03 	1.85 	1.66 	1.59 	1.53 	1.58 	1.57 	1.61 	1.62 	1.65 
PC,OC2221_3221,TNG_OUT,EE	0.20 	0.18 	0.16 	0.15 	0.12 	0.08 	0.06 	0.03 	0.03 	0.03 	0.03 	0.03 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,EL	: 	: 	: 	: 	: 	: 	2.54 	2.55 	2.56 	2.58 	2.58 	2.62 	2.62 	2.66 	2.77 	3.10 	2.88 	: 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,FI	: 	1.37 	1.36 	1.37 	1.38 	1.38 	1.39 	1.38 	1.29 	1.16 	0.98 	0.81 	0.67 	0.55 	0.46 	0.39 	0.32 	0.26 	0.22 	0.21 	0.19 	0.17 
PC,OC2221_3221,TNG_OUT,FR	: 	2.86 	2.86 	2.87 	2.86 	2.85 	2.82 	2.77 	2.72 	2.65 	2.55 	2.44 	2.39 	2.35 	2.34 	2.36 	2.34 	2.29 	2.17 	1.99 	1.84 	1.71 
PC,OC2221_3221,TNG_OUT,HR	: 	1.05 	1.04 	1.00 	0.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,HU	: 	1.61 	1.56 	1.54 	1.50 	1.48 	1.48 	1.33 	1.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,IE	46.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,IT	5.21 	4.98 	4.77 	4.79 	4.97 	5.38 	5.66 	5.64 	5.81 	5.90 	5.94 	5.83 	5.66 	5.35 	4.97 	4.27 	3.33 	2.46 	1.71 	1.06 	0.71 	0.56 
PC,OC2221_3221,TNG_OUT,LT	0.43 	0.46 	0.44 	0.43 	0.39 	0.43 	0.39 	0.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,LV	: 	2.61 	2.58 	2.63 	3.24 	3.18 	3.37 	3.80 	3.94 	4.03 	4.22 	4.44 	4.48 	4.72 	4.42 	4.46 	4.60 	4.73 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,NL	: 	1.39 	1.39 	1.28 	1.30 	0.54 	0.54 	0.09 	0.03 	0.03 	0.68 	1.14 	1.20 	1.18 	1.15 	1.15 	1.12 	1.08 	1.04 	0.99 	0.88 	: 
PC,OC2221_3221,TNG_OUT,NO	6.10 	6.10 	6.23 	6.25 	8.73 	8.82 	8.97 	8.97 	8.83 	8.71 	8.44 	7.86 	7.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,PL	0.19 	0.10 	0.08 	0.06 	0.06 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,PT	: 	: 	: 	: 	: 	: 	: 	1.82 	2.96 	2.96 	3.03 	3.20 	3.38 	3.58 	3.94 	4.47 	4.92 	5.23 	5.18 	4.66 	: 	: 
PC,OC2221_3221,TNG_OUT,RO	: 	0.05 	0.04 	0.04 	0.03 	0.04 	0.03 	0.03 	0.02 	0.02 	0.02 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,SE	: 	: 	3.32 	3.25 	3.15 	3.05 	2.92 	2.75 	2.66 	2.63 	2.63 	2.63 	2.64 	2.68 	2.69 	2.73 	2.81 	2.86 	2.88 	2.84 	2.76 	2.66 
PC,OC2221_3221,TNG_OUT,SI	: 	3.71 	2.17 	1.89 	0.40 	: 	0.37 	0.38 	0.42 	0.42 	0.40 	0.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC,OC2221_3221,TNG_OUT,TR	: 	: 	: 	: 	: 	: 	0.30 	0.28 	0.23 	0.18 	0.15 	0.14 	0.15 	0.14 	0.14 	0.14 	0.13 	0.11 	0.09 	0.07 	0.05 	0.03 
PC,OC2221_3221,TNG_OUT,UK	: 	: 	15.38 	14.90 	14.70 	14.86 	13.85 	12.73 	12.08 	11.71 	11.49 	11.25 	11.17 	11.40 	11.80 	11.96 	11.51 	10.30 	8.70 	6.77 	: 	: 
