owner,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
PRV_P,HAB_P,TR	: 	1456.76 	1476.00 	1487.60 	1499.69 	1563.76 	1645.94 	1751.47 	1837.67 	1926.89 	2126.87 	2316.24 	2507.89 	2901.85 	3395.35 	3855.31 	4033.92 	4572.73 	4466.07 	4599.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,AT	: 	9508.00 	9029.00 	8960.00 	8873.00 	8743.00 	8818.00 	8729.00 	8478.00 	8167.00 	7586.00 	7122.00 	6798.00 	6691.00 	6444.00 	6195.00 	5716.00 	5448.00 	5000.00 	4657.00 	4530.00 	4560.00 	4807.00 	4618.00 	4699.00 	4826.00 	4729.00 	4482.00 	4626.00 	4475.00 	4411.00 	4356.00 	4176.00 	3883.00 	3971.00 	3919.00 	3643.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,BG	: 	13799.00 	13002.00 	12609.00 	12283.00 	11515.00 	10890.00 	10273.00 	8485.00 	7380.00 	6263.00 	5822.00 	5686.00 	4535.00 	3505.00 	2624.00 	1760.00 	1264.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,CY	: 	: 	1200.00 	1205.00 	1218 b	1356.00 	1361.00 	1385.00 	1413.00 	1447.00 	1471.00 	1444.00 	1524.00 	1498.00 	1468.00 	1434.00 	1402.00 	: 	: 	: 	: 	1637.00 	: 	: 	: 	: 	1545.00 	: 	1538.00 	1522.00 	1534.00 	1465.00 	1458.00 	1452.00 	1452.00 	1517.00 	1457.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,CZ	: 	10344.00 	10311.00 	10508.00 	10358.00 	10316.00 	10223.00 	10230.00 	10210.00 	10437.00 	10528.00 	10429 b	8508.00 	8047.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,DE	: 	204963.00 	203636.00 	203944.00 	200889.00 	201425.00 	199842.00 	200206.00 	198736.00 	201218.00 	200280.00 	200012.00 	198207.00 	194267.00 	193724.00 	184991.00 	182894.00 	179215.00 	174798.00 	171722.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,DK	354.00 	338.00 	319.00 	302.00 	306.00 	317.00 	310.00 	330.00 	355.00 	463.00 	491.00 	401.00 	533.00 	421.00 	423.00 	350.00 	296.00 	345.00 	283.00 	256 b	183.00 	185.00 	199.00 	199.00 	194.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,EE	: 	244.00 	315.00 	302.00 	299.00 	277.00 	286.00 	288.00 	348 b	372.00 	353.00 	325.00 	333.00 	362.00 	243.00 	450.00 	438.00 	589.00 	700.00 	876.00 	: 	: 	: 	744.00 	436.00 	218.00 	219.00 	144.00 	124.00 	46.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,EL	: 	: 	14522.00 	14659.00 	14878.00 	14853.00 	15185.00 	15119.00 	15264.00 	14976.00 	14995.00 	14172 b	15124.00 	15028.00 	14707.00 	15082.00 	14389.00 	14515.00 	14528.00 	14460.00 	15038.00 	15141.00 	14673.00 	14745.00 	15134.00 	15286.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,ES	: 	25893 p	26449.00 	26791.00 	26639.00 	26328.00 	26599.00 	26113.00 	26009.00 	26140.00 	26207.00 	26371 b	29229.00 	29675.00 	30075.00 	28956.00 	28676.00 	28791.00 	27228.00 	27490.00 	26579.00 	26608.00 	26520.00 	26646.00 	26691.00 	27397.00 	30101.00 	27321.00 	26692.00 	27092.00 	27719.00 	28647.00 	28109.00 	28420.00 	28605.00 	28769.00 	30596.00 	: 	: 	: 	: 	37902.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,FI	: 	696.00 	745.00 	1042.00 	1181.00 	1029.00 	1159.00 	929.00 	1105.00 	1330.00 	1446.00 	1373.00 	1336.00 	1438.00 	1389.00 	1476.00 	1354.00 	1371.00 	1297.00 	1297.00 	1366.00 	1290.00 	1423.00 	1460.00 	1380.00 	1367.00 	1375.00 	1351.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,FR	: 	93352.00 	94863.00 	95983.00 	96988.00 	97150.00 	97497.00 	97516.00 	98008.00 	98545.00 	97763.00 	97250.00 	96261.00 	94855.00 	94531.00 	94099.00 	93261.00 	93520.00 	93754.00 	94591.00 	95008.00 	96018.00 	99162.00 	100183.00 	101048.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,HR	: 	288.00 	281.00 	268.00 	268.00 	269.00 	235.00 	268.00 	277.00 	256.00 	143.00 	129.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	187.00 	181.00 	181.00 	150.00 	181 b	201.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,IE	: 	1715.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,IS	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,IT	: 	68822 b	55474.00 	55903.00 	56425.00 	55827.00 	55325.00 	55956.00 	56271.00 	56289.00 	58385.00 	60387.00 	61626.00 	62918.00 	64542.00 	66497.00 	65924.00 	64400.00 	64860.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,LI	54.00 	54.00 	21.00 	4.00 	37.00 	4.00 	4.00 	4.00 	4.00 	4.00 	4.00 	4.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,LT	: 	222.00 	206.00 	185.00 	154.00 	161.00 	179.00 	131.00 	241.00 	220.00 	110.00 	175.00 	104.00 	92.00 	80.00 	101.00 	100.00 	77.00 	67.00 	52.00 	105.00 	3.00 	3.00 	6.00 	0.00 	9.00 	4.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,LV	: 	1020.00 	997.00 	1072.00 	1094.00 	1119.00 	1120.00 	1109.00 	1076.00 	1060.00 	1050.00 	766.00 	862.00 	1054.00 	1078.00 	923.00 	912.00 	891.00 	892.00 	597.00 	489.00 	482.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,MK	: 	420.00 	362.00 	304.00 	320.00 	329.00 	258.00 	287.00 	272.00 	270.00 	284.00 	197.00 	115.00 	112.00 	98.00 	97.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,MT	: 	126.00 	123.00 	108.00 	90.00 	122.00 	108.00 	105.00 	121.00 	114.00 	52 b	164.00 	164.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,PL	: 	45332.00 	44412.00 	45592.00 	45055 b	: 	: 	: 	: 	: 	67732.00 	61281.00 	54118.00 	48149.00 	44554.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,PT	: 	4733.00 	4535.00 	3974.00 	3683.00 	3759.00 	3883.00 	3508.00 	3428.00 	3015.00 	2699.00 	3065.00 	2956.00 	2845.00 	2425.00 	2412.00 	2233.00 	2356.00 	2307.00 	2114.00 	1978.00 	1951.00 	2007 b	1912.00 	1999.00 	2003.00 	1633.00 	1552.00 	1521.00 	1525.00 	1523.00 	1621.00 	1368.00 	1458.00 	1442.00 	1572.00 	1525.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,RO	: 	9394.00 	8939.00 	8025.00 	7155.00 	6883.00 	6567.00 	5933.00 	5293.00 	4483.00 	3627.00 	2767.00 	1783.00 	1123.00 	960.00 	809.00 	650.00 	544.00 	63.00 	87.00 	55.00 	41.00 	59.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,SI	: 	101.00 	101.00 	101.00 	101.00 	101.00 	101.00 	102.00 	102.00 	102.00 	102.00 	102.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,NR,TR	: 	57240.00 	55948.00 	54724.00 	53553.00 	50697.00 	47522.00 	44067.00 	41437.00 	39014.00 	34898.00 	31578.00 	28725.00 	24485.00 	20663.00 	17974.00 	16965.00 	14783.00 	14956.00 	14349.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,AT	: 	106.63 	101.68 	101.35 	100.86 	100.07 	102.03 	102.14 	99.98 	96.88 	90.40 	85.16 	81.48 	80.41 	77.68 	74.92 	69.47 	66.67 	61.57 	57.62 	56.33 	56.92 	60.15 	57.89 	58.97 	60.64 	59.50 	56.48 	58.52 	57.07 	56.88 	56.73 	54.81 	51.19 	52.43 	51.77 	48.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,BG	: 	199.00 	186.39 	179.49 	173.59 	161.55 	151.71 	142.21 	116.79 	101.01 	85.23 	78.72 	76.38 	60.53 	46.45 	34.52 	22.98 	16.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,CY	: 	: 	136.06 	138.50 	141.71 b	159.24 	160.56 	162.46 	163.93 	167.49 	172.88 	174.09 	188.61 	190.43 	191.36 	190.95 	189.83 	: 	: 	: 	: 	235.87 	: 	: 	: 	: 	237.38 	: 	245.65 	249.04 	257.77 	252.63 	256.84 	259.45 	262.22 	276.95 	269.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,CZ	: 	96.69 	96.62 	98.85 	97.77 	97.63 	96.94 	97.19 	97.11 	99.30 	100.30 	99.57 b	81.46 	77.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,DE	: 	246.47 	245.07 	245.99 	243.04 	244.60 	244.64 	247.22 	246.43 	250.19 	249.49 	246.89 	242.00 	236.59 	235.48 	224.57 	221.77 	217.19 	211.79 	208.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,DK	6.06 	5.80 	5.49 	5.21 	5.31 	5.53 	5.45 	5.85 	6.32 	8.28 	8.81 	7.23 	9.65 	7.66 	7.75 	6.44 	5.46 	6.38 	5.25 	4.76 b	3.41 	3.46 	3.74 	3.75 	3.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,EE	: 	18.33 	23.76 	22.84 	22.66 	21.07 	21.77 	21.88 	26.39 b	28.12 	26.59 	24.41 	24.95 	27.07 	18.13 	33.41 	32.33 	43.23 	51.07 	63.51 	: 	: 	: 	53.67 	31.15 	15.40 	15.24 	9.85 	8.30 	3.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,EL	: 	: 	135.45 	136.58 	138.34 	137.83 	140.33 	138.80 	139.20 	135.59 	135.03 	127.43 b	136.17 	135.66 	133.11 	136.86 	130.96 	132.49 	132.94 	132.64 	138.44 	140.12 	136.34 	137.54 	141.95 	144.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,ES	: 	54.67 p	56.11 	57.25 	57.17 	56.64 	57.27 	56.18 	55.79 	55.89 	56.07 	56.62 b	63.04 	64.58 	66.50 	65.22 	65.69 	67.08 	64.54 	66.35 	65.06 	65.59 	65.66 	66.24 	66.63 	68.68 	75.78 	69.08 	67.81 	69.19 	71.14 	73.70 	72.39 	73.31 	73.94 	74.56 	79.53 	: 	: 	: 	: 	101.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,FI	: 	12.59 	13.49 	18.89 	21.44 	18.73 	21.15 	17.01 	20.32 	24.57 	26.84 	25.60 	25.02 	27.06 	26.26 	28.03 	25.81 	26.22 	24.88 	24.94 	26.33 	24.92 	27.55 	28.33 	26.85 	26.68 	26.92 	26.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,FR	: 	138.55 	141.06 	143.04 	144.94 	145.60 	146.51 	147.06 	148.76 	150.59 	150.11 	150.03 	149.23 	147.80 	148.11 	148.33 	148.03 	149.55 	151.03 	153.45 	155.24 	158.02 	164.31 	166.84 	168.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,HR	: 	7.12 	6.91 	6.55 	6.49 	6.45 	5.58 	6.33 	6.51 	6.00 	3.34 	3.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.88 	1.81 	1.81 	1.49 	1.80 b	2.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,IE	: 	34.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,IS	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,IT	: 	115.77 b	92.88 	92.94 	93.21 	92.08 	91.10 	92.05 	93.42 	94.54 	98.33 	101.87 	104.28 	106.95 	110.44 	114.37 	113.72 	111.64 	113.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,LI	138.27 	138.81 	54.46 	10.46 	97.47 	10.61 	10.67 	10.74 	10.82 	10.91 	11.02 	11.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,LT	: 	7.94 	7.37 	6.60 	5.44 	5.61 	6.16 	4.47 	8.15 	7.36 	3.63 	5.65 	3.29 	2.88 	2.48 	3.09 	3.01 	2.28 	1.96 	1.51 	3.03 	0.09 	0.09 	0.17 	0.00 	0.25 	0.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,LV	: 	53.67 	52.09 	55.63 	56.33 	57.11 	56.64 	55.62 	53.46 	52.11 	50.98 	36.52 	40.25 	48.41 	48.99 	41.61 	40.74 	39.37 	38.99 	25.84 	20.92 	20.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,MK	: 	20.27 	17.43 	14.64 	15.43 	15.87 	12.46 	13.88 	13.18 	13.10 	13.80 	9.59 	5.61 	5.47 	4.80 	4.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,MT	: 	24.45 	24.40 	22.29 	19.23 	26.79 	24.27 	24.16 	28.41 	27.14 	12.49 b	39.56 	39.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,PL	: 	119.61 	116.98 	120.06 	118.64 b	: 	: 	: 	: 	: 	177.95 	161.08 	142.12 	126.29 	116.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,PT	: 	45.96 	44.09 	38.64 	35.76 	36.41 	37.49 	33.73 	32.78 	28.67 	25.56 	28.99 	27.97 	26.95 	23.00 	22.92 	21.26 	22.47 	22.06 	20.29 	19.09 	18.96 	19.64 b	18.82 	19.77 	19.90 	16.29 	15.53 	15.26 	15.32 	15.29 	16.24 	13.67 	14.55 	14.38 	15.67 	15.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PRV_P,P_HTHAB,RO	: 	48.78 	46.14 	41.21 	36.53 	34.94 	33.14 	29.80 	26.49 	22.35 	18.00 	13.67 	8.75 	5.47 	4.60 	3.82 	3.05 	2.54 	0.29 	0.40 	0.25 	0.18 	0.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
