owner,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
PUB,NR,IS	: 	1039.00 	1009.00 	1014.00 	1052.00 	1051.00 	1032.00 	1035.00 	1043.00 	1041.00 	1050.00 	1140.00 	1178.00 	1241.00 	1283.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,IT	: 	120529 b	126149.00 	126406.00 	128483.00 	129082.00 	131213.00 	131780.00 	135606.00 	139467.00 	142887.00 	147780.00 	148778.00 	152392.00 	155931.00 	158641.00 	161695.00 	160802.00 	167594.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,LI	35.00 	35.00 	35.00 	35.00 	54.00 	56.00 	56.00 	57.00 	57.00 	74.00 	74.00 	74.00 	70.00 	85.00 	85.00 	85.00 	94.00 	94.00 	94.00 	94.00 	94.00 	94.00 	95.00 	97.00 	98.00 	98.00 	98.00 	98.00 	98.00 	98.00 	98.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,LT	: 	16580.00 	17527.00 	17840.00 	18394.00 	19032.00 	20057.00 	21169.00 	21387.00 	22026.00 	22401.00 	22015.00 	22615.00 	22866.00 	23153.00 	23323.00 	24100.00 	25474.00 	26756.00 	27840.00 	28818.00 	30909.00 	31549.00 	32179.00 	34318.00 	38162.00 	39699.00 	40863.00 	43584.00 	44569.00 	46173.00 	46175.00 	46640.00 	46815.00 	46275.00 	45685.00 	45285.00 	44085.00 	43085.00 	42490.00 	41885.00 	41185.00 	39980.00 	39080.00 	38280.00 	37680.00 	36870.00 	35450.00 	34670.00 	33970.00 	33170.00 	32370.00 	31380.00 	30270.00 	29205.00 	27955.00 	26565.00 	25600.00 	24660.00 	23660.00 	22780.00 	21740.00 
PUB,NR,LV	: 	9025.00 	9382.00 	9515.00 	9718.00 	10089.00 	10141.00 	10170.00 	10597.00 	10912.00 	11061.00 	11154.00 	13572.00 	15853.00 	16155.00 	16484.00 	16784.00 	17020.00 	17307.00 	17577.00 	18860.00 	20291.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,ME	: 	2397.00 	2399.00 	2435.00 	2403.00 	2446.00 	2446.00 	2446.00 	2416.00 	2466.00 	2466.00 	2466.00 	2437.00 	2422.00 	2491.00 	2586.00 	2608.00 	2622.00 	2620.00 	2599.00 	2634.00 	2616.00 	2608.00 	2604.00 	2622.00 	2607.00 	2564.00 	2561.00 	2592.00 	2606.00 	3065.00 	3207.00 	5285.00 	5377.00 	4954.00 	5550.00 	4695.00 	4812.00 	5035.00 	5032.00 	4955.00 	4134.00 	4012.00 	4224.00 	4180.00 	4201.00 	4148.00 	3674.00 	3663.00 	3214.00 	3273.00 	3166.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,MK	: 	8489.00 	8491.00 	8450.00 	8559.00 	8730.00 	8826.00 	8801.00 	8905.00 	8806.00 	8995.00 	9237.00 	9068.00 	9194.00 	9228.00 	9343.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,MT	: 	2133.00 	1945.00 	1980.00 	2009.00 	2005.00 	1933.00 	1889.00 	1913.00 	1863.00 	1772.00 	1710.00 	1829.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,NO	: 	13930.00 	14087.00 	14241.00 	14446.00 	14701.00 	14956.00 	15142.00 	15206.00 	15665.00 	16421.00 	16185.00 	16840.00 	17165.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,PL	: 	186163.00 	186322 b	198877.00 	202523 b	: 	: 	: 	: 	: 	184549.00 	190175.00 	199697.00 	204226 b	200323.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,PT	: 	24424.00 	24386.00 	24111.00 	24050.00 	24056.00 	24027.00 	24206.00 	25004.00 	25786.00 	25828.00 	26048.00 	26077.00 	26368.00 	27086.00 	27531.00 	28169.00 	28387.00 	28457.00 	28733.00 	29430.00 	29700.00 	29738 b	30400.00 	30812.00 	31199.00 	30860.00 	30772.00 	31059.00 	31229.00 	31364.00 	31715.00 	33373.00 	31970.00 	32954.00 	31684.00 	31790.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,RO	: 	127211.00 	127190.00 	127082.00 	127321.00 	127350.00 	127531.00 	127281.00 	127716.00 	127560.00 	127109.00 	131759.00 	140420.00 	140204.00 	139929.00 	144720.00 	145879.00 	145552.00 	146557.00 	167012.00 	173326.00 	172615.00 	170154.00 	164526.00 	166411.00 	170954.00 	173311.00 	174900.00 	179082.00 	179169.00 	206869.00 	207001.00 	206908.00 	206151.00 	205322.00 	204193.00 	203168.00 	201263.00 	199361.00 	198045.00 	196146.00 	194845.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,RS	: 	39337.00 	39516.00 	39399.00 	39377.00 	39458.00 	39594.00 	39395.00 	39396.00 	39171.00 	39276.00 	39299.00 	39201.00 	39230.00 	39464.00 	41086.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,SI	: 	8893.00 	9155.00 	9082.00 	9193.00 	9165.00 	9214.00 	9254.00 	9275.00 	9247.00 	9391.00 	9265.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,TR	: 	193942.00 	181556.00 	177189.00 	172310.00 	167074.00 	162126.00 	162769.00 	160594.00 	161058.00 	159606.00 	168661.00 	159913.00 	158698.00 	157337.00 	156368.00 	154007.00 	151924.00 	150509.00 	150122.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,UK	: 	: 	163873.04 p	165844.39 e	167589.00 	168934.00 	169995.00 	176324.00 	176791.00 	178841.00 	181972.00 	183831.00 b	203326.00 	205976.00 	207789.00 	215513.00 	224882.00 	231399.00 	235512.00 	236205.00 	238641.00 	240144.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,AT	: 	483.59 	498.87 	505.06 	514.18 	514.04 	521.79 	524.47 	531.01 	535.08 	540.79 	542.45 	548.68 	550.39 	559.48 	555.61 	563.33 	569.69 	574.48 	583.08 	587.54 	593.50 	602.27 	614.81 	627.66 	635.43 	645.50 	652.45 	657.42 	670.04 	688.73 	710.45 	733.06 	749.00 	761.51 	773.48 	781.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,BE	146.00 	144.92 	145.69 b	145.58 	146.32 	149.67 	152.56 	157.07 	161.11 	162.35 	164.30 	166.20 	178.10 	184.15 	185.50 	191.09 	195.61 	204.48 	228.39 	230.10 	240.39 	242.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,BG	: 	582.88 	587.68 	577.42 	571.81 	565.40 	571.79 	570.77 	564.85 	560.21 	559.69 	582.94 	595.81 	600.22 	599.63 	593.28 	624.97 	601.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,CY	: 	: 	175.41 	179.76 	187.90 b	183.43 	180.97 	179.12 	176.93 	178.60 	178.29 	182.53 	187.62 	188.02 	188.76 	189.36 	194.98 	196.43 	200.19 	204.47 	202.84 	216.42 	222.37 	225.76 	233.91 	261.29 	269.33 	266.44 	276.64 	296.00 	312.05 	334.54 	344.39 	347.37 	344.57 	341.40 	339.24 	361.34 	373.25 	374.24 	378.69 	402.32 	390.23 	383.27 	378.26 	376.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,CZ	: 	550.63 	559.17 	560.59 	562.59 	566.42 	567.39 	568.03 	570.64 	591.18 	603.60 	626.99 b	628.44 	639.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,DE	: 	313.88 	318.25 	322.63 	325.98 	326.85 	332.04 	334.74 	336.73 	336.72 	340.56 	337.96 	335.16 	335.39 	339.35 	352.86 	367.71 	376.78 	388.42 	398.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,DK	235.08 p	242.12 	243.00 	245.39 	244.37 	243.05 	236.03 	252.19 b	290.58 	: 	294.12 b	334.12 	331.39 	341.27 	350.31 	361.14 	369.85 	381.94 	399.81 	415.33 	418.40 	425.91 	435.06 	450.26 	460.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,EE	: 	416.58 	417.94 	419.47 	426.41 	436.38 	448.64 	455.64 	452.35 b	486.05 	478.74 	474.74 	484.22 	508.12 	505.12 	499.48 	483.84 	506.11 	511.26 	534.45 	: 	: 	: 	704.47 	740.10 	774.66 	819.62 	846.28 	953.93 	965.17 	1128.92 	1155.32 	1193.08 	1200.72 	1209.17 	1219.98 	1219.60 	1222.49 	1230.49 	1235.97 	1236.84 	1218.51 	1170.72 	1131.02 	1106.74 	1105.19 	1091.40 	1089.43 	1094.99 	1090.11 	1094.81 	1083.03 	1077.50 	1087.35 	1087.23 	1076.73 	1072.56 	: 	: 	: 	: 	: 
PUB,P_HTHAB,EL	: 	: 	274.88 	275.47 	274.25 	273.95 	276.12 	276.86 	276.53 	297.09 	300.62 	308.31 b	343.16 	334.24 	340.08 	336.22 	332.69 	326.86 	327.72 	331.52 	333.14 	330.66 	338.59 	349.40 	347.49 	348.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,ES	: 	204.29 p	201.31 	202.72 	203.98 	203.60 	204.58 	203.41 	203.56 	206.28 	209.13 	213.70 b	209.92 	212.12 	214.55 	216.25 	219.58 	224.00 	227.26 	232.47 	238.43 	243.34 	248.25 	250.59 	253.92 	258.61 	262.89 	271.77 	276.22 	282.07 	285.38 	289.84 	295.40 	298.60 	301.35 	303.07 	308.12 	: 	: 	: 	: 	364.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,FI	: 	270.00 	321.10 	342.29 	354.00 	378.23 	407.15 	436.31 	465.93 	504.18 	525.68 	560.17 	600.18 	629.79 	647.04 	670.65 	679.50 	683.72 	699.44 	710.21 	719.93 	729.05 	732.98 	748.91 	762.79 	784.92 	785.23 	792.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,FR	: 	353.13 	358.88 	362.76 	368.20 	374.83 	380.72 	386.40 	390.02 	394.50 	396.83 	402.11 	424.00 	446.75 	460.36 	463.59 	472.80 	485.73 	496.17 	508.49 	515.53 	522.99 	533.96 	541.89 	551.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,HR	: 	555.81 	556.13 	551.28 	544.09 	539.44 	547.39 	580.99 	576.24 	579.28 	591.75 	574.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	697.14 	695.52 	692.15 	689.18 	697.17 b	773.83 	769.59 	767.43 	768.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,IE	: 	254.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,IS	: 	283.52 	279.84 	287.48 	306.35 	313.32 	311.96 	316.14 	322.15 	324.59 	329.14 	358.44 	369.86 	390.97 	411.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,IT	: 	202.74 b	211.20 	210.15 	212.24 	212.91 	216.06 	216.78 	225.13 	234.24 	240.63 	249.30 	251.76 	259.05 	266.83 	272.84 	278.93 	278.76 	292.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,LI	89.62 	89.97 	90.76 	91.51 	142.25 	148.48 	149.36 	153.03 	154.12 	201.87 	203.79 	205.43 	195.85 	239.62 	241.05 	242.60 	270.48 	272.88 	275.83 	278.98 	283.18 	287.95 	294.84 	306.31 	313.79 	315.79 	318.43 	321.63 	325.70 	330.78 	335.51 	347.92 	353.15 	357.81 	362.89 	367.14 	372.05 	376.00 	378.13 	380.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,LT	: 	593.23 	627.28 	636.79 	650.33 	663.54 	690.45 	721.91 	723.10 	737.20 	739.77 	710.78 	715.00 	714.96 	716.52 	713.26 	725.35 	754.32 	783.44 	808.58 	830.29 	883.23 	895.20 	906.62 	959.91 	1059.58 	1093.91 	1117.35 	1183.51 	1204.53 	1246.53 	1248.70 	1265.93 	1280.83 	1279.60 	1276.50 	1277.60 	1254.48 	1236.23 	1229.04 	1220.09 	1206.64 	1176.63 	1156.38 	1140.97 	1131.99 	1116.71 	1082.81 	1068.60 	1057.06 	1043.40 	1030.99 	1009.87 	983.16 	959.30 	929.34 	894.01 	872.17 	850.65 	826.30 	806.79 	782.42 
PUB,P_HTHAB,LV	: 	474.89 	490.22 	493.73 	500.35 	514.87 	512.81 	510.09 	526.52 	536.40 	537.02 	531.76 	633.71 	728.10 	734.21 	743.07 	749.69 	752.06 	756.44 	760.85 	806.96 	857.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,ME	: 	385.80 	385.67 	391.31 	386.10 	393.06 	393.15 	393.37 	388.92 	397.36 	397.69 	398.11 	394.29 	392.96 	404.99 	421.26 	425.27 	427.86 	428.55 	426.43 	433.78 	432.70 	432.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,MK	: 	409.60 	408.87 	406.99 	412.58 	421.23 	426.33 	425.69 	431.44 	427.26 	436.96 	449.49 	442.20 	449.17 	451.57 	457.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,MT	: 	413.91 	385.87 	408.56 	429.27 	440.31 	434.33 	434.70 	449.10 	443.54 	425.69 	412.54 	443.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,NO	: 	258.95 	263.41 	268.10 	273.76 	280.85 	288.25 	294.75 	299.35 	312.14 	331.53 	331.03 	348.75 	359.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,PL	: 	491.21 	490.77 b	523.71 	533.31 b	: 	: 	: 	: 	: 	484.85 	499.90 	524.42 	535.66 b	525.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,PT	: 	237.19 	237.07 	234.46 	233.49 	232.98 	231.96 	232.73 	239.11 	245.23 	244.64 	246.36 	246.75 	249.74 	256.91 	261.64 	268.19 	270.77 	272.09 	275.76 	284.00 	288.63 	291.04 b	299.21 	304.80 	310.01 	307.79 	307.98 	311.69 	313.78 	314.89 	317.68 	333.56 	319.07 	328.55 	315.81 	317.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,RO	: 	660.58 	656.58 	652.57 	649.97 	646.37 	643.59 	639.31 	639.10 	635.95 	630.89 	650.76 	689.43 	682.66 	670.06 	682.84 	684.25 	678.51 	679.31 	768.56 	783.15 	769.13 	757.18 	730.99 	737.83 	755.80 	764.01 	769.46 	786.71 	786.03 	899.39 	892.18 	893.33 	894.07 	894.67 	894.14 	893.71 	888.95 	883.67 	881.15 	877.49 	877.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,RS	: 	570.17 	568.97 	564.25 	560.86 	559.03 	558.02 	552.48 	549.91 	544.11 	542.93 	539.89 	535.47 	533.73 	534.63 	554.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,SI	: 	422.99 	438.38 	437.92 	444.88 	443.82 	446.52 	448.79 	450.25 	449.50 	457.46 	452.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,TR	: 	232.59 	219.86 	217.66 	214.55 	210.74 	207.27 	210.89 	210.90 	214.24 	215.03 	230.59 	221.98 	223.36 	224.26 	225.65 	225.04 	224.74 	225.33 	227.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,P_HTHAB,UK	: 	: 	: 	249.54 	253.70 	257.48 	261.06 	272.94 	275.68 	280.75 	287.66 	292.88 b	326.49 	333.26 	338.85 	354.19 	372.31 	385.74 	394.84 	397.85 	403.66 	407.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
